"ID","Timestamp","Identifier","Avg_rating","Total_answers","Total_ratings","Answer","Num_options","Question","OptionA","OptionB","OptionC","OptionD","OptionE","Explanation","Tags"
"4509427","2020-05-26 22:21:44","1701253","3.4100","142","93","C","5","<p>Jack, a 63 year old ex lorry driver, comes to the GP. He complains that his legs have begun to feel 'heavy' lately, that they feel weak when he is walking and are sometimes very painful. He describes low back pain but says that that's 'been there for ages' and that he's 'used to it'. Sometimes the symptoms come on immediately, other times he can walk a large distance before they emerge. The pain sometimes appears at rest.</p><p>&nbsp;</p><p>When the GP probes, he says that he finds walking uphill easier, his symptoms are bilateral and he finds that he can only get around the supermarket if he leans forward over trolley.</p><p>&nbsp;</p><p>What diagnosis do these symptoms most likely describe</p>","<p>disc herniation</p>","<p>facet joint hypertrophy</p>","<p>neurogenic claudication</p>","<p>sciatica</p>","<p>vascular claudication</p>","<p>These symptoms describe neurogenic claudication, caused by spinal stenosis (narrowing of the spinal canal).&nbsp;Spinal stenosis typically gives leg symptoms due to nerve compression.&nbsp; Complain of tiredness, heaviness and discomfort in the legs when walking or standing.</p><p>&nbsp;</p><p>There are a few key points that differentiate spinal and vascular claudication</p><ul><li>In vascular claudication, the distance that a person can walk before symptoms come on it always the same 'I walk 50 metres and I have to sit down'</li><li>In neurogenic claudication, walking uphill eases the symptoms because the spine is flexed in these positions and the size of the spinal canal is increased; in vascular claudication, patients are unable to walk up hills</li><li>In vascular claudication, symptoms do not vary with posture; in neurogenic, leaning forward can ease pain as it increases the size of the spinal canal (hence him leaning over the trolley)</li></ul><p>His description of symptoms does not match sciatica, which is an intense pain the radiates down the posterior aspect of the thigh, made worse by positions that stretch the sciatic nerve (e.g bending forward). Sciatica is also generally unilateral, whereas his symptoms are bilateral</p><p>&nbsp;</p><p>Both degenerative disc disease (causing bulging) and facet joint degeneration are common problems associated with ageing and can lead to spinal stenosis; although they may be found on investigation of Jack, it is the spinal stenosis causing the symptoms not either of these in isolation (may cause low back pain). <strong>Spinal stenosis can be congenital, but is usually caused by a combination of disc bulging, facet joint degeneration (leading to hypertrophy) and slackening of the ligamentum flavum.</strong></p><p>&nbsp;</p><p>N.B. Although Jack has bilateral leg weakness, we are not worried about cauda equina as there is no saddle anaesthesia or urinary incontinence. The symtpoms also come and go, rather than an acute presentation</p>","Case 14, Spine pathology, Spinedragon"
"4509540","2020-05-26 23:20:55","1701976","2.8800","120","86","A","5","<p>In the healthy adult, which reflex is observed if nerve roots C5 and C6 are being tested?&nbsp;</p>","<p>Bicep&nbsp;</p>","<p>Tricep&nbsp;</p>","<p>Knee&nbsp;</p>","<p>Patella&nbsp;</p>","<p>Ankle&nbsp;</p>","<ul><li>Bicep: C5/C6</li><li>Tricep: C7/C8</li><li>Knee: L3/L4</li><li>Patella: L4</li><li>Ankle: S1</li><li>Achilles: S1</li></ul>","Case 14"
"4509656","2020-05-27 00:21:13","1410194","2.8200","126","84","B","5","<p>What Sunderland classification of nerve injury would be fit the description 'loss of axonal continuity, endoneurium intact, no conduction'?&nbsp;</p>","<p>I</p>","<p>II</p>","<p>III</p>","<p>IV</p>","<p>V</p>","<p>I - neurapraxia = loss of myelin coat</p><p>II, III, IV - all gradations of axonotmesis = degrees to which the axon with the nerve is injured; in this case it is marginal and so II is appropriate</p><p>V - neurotmesis = total severance of nerve fibre</p><p>[VI - mixed]</p><p>&nbsp;</p><p>See the nerve injury lecture case 14</p>","Neurology, Case 14, Spinal Anatomy, Spine pathology, Spinedragon"
"4509669","2020-05-27 00:28:27","1410194","2.8500","121","89","C","5","<p>What is the term given to describe the pruning away of filopodia in axonal regeneration?&nbsp;</p>","<p>Chromatolysis&nbsp;</p>","<p>Neurotropism</p>","<p>Neurotrophism</p>","<p>NISSL Reaction</p>","<p>Wallerian degeneration</p>","<p>A Chromatolysis = apoptosis of cells&nbsp;</p><p>B&nbsp;Neurotropism = feeling forward of proximal nerve end in distal direction</p><p>C Neurotrophism = Correct!</p><p>D&nbsp;NISSL reaction = dissolution of NISSL granules in damaged cells help chromatolysis</p><p>E Wallerian degeneration = destruction of distal end of damaged nerve</p><p>&nbsp;</p><p>See case 14 nerve damage lecture</p>","Neurology, Case 14, Spine pathology, Spinedragon"
"4509692","2020-05-27 00:41:42","1410194","2.8900","158","113","B","5","<p>A patient presents with new onset back pain and after taking a history from her you ascertain that she has a history of breast cancer. You want to rule out spinal mets so you undertake some tests for tumour markers. What tumour marker would you expect to see in this particular patient?&nbsp;</p>","<p>CA 125&nbsp;</p>","<p>CA 153</p>","<p>CEA</p>","<p>hCG</p>","<p>PSA</p>","<p>See MSSC lecture case 14</p><p>&nbsp;</p><p>A - associated with ovarian cancer</p><p>B - correct! Associated with breast cancer</p><p>C - associated with bowel cancer</p><p>D - associated with testicular cancer</p><p>E - associated with prostate cancer</p>","Oncology, case 15, Case 14, Spine pathology"
"4509766","2020-05-27 01:30:22","1801552","2.8400","136","96","C","3","<p>The blood brain barrier separates the CNS from peripheral circulation. It consists of three types of cells, one of them being pericytes. What is the function of pericytes in the blood brain barrier?</p>","<p>Act as a scaffold and are involved in signalling</p>","<p>Have a role in adhesion, maintenance and regulation and restrict paracellular diffusion</p>","<p>Provide mechanical support, carry out phagocytosis and induce tightness</p>","","","<p>Pericytes provide mechanical support, carry out phagocytosis and induce tightness. Therefore the answer is&nbsp;<strong>C.</strong></p><p>&nbsp;</p><p>A is describing the function of astrocytes.</p><p>&nbsp;</p><p>B is describing the function of&nbsp;intraluminal capillary endothelial cells.</p>","Neurology, Case 10, Cerebrospinal fluid"
"4509832","2020-05-27 02:31:08","1803870","3.0600","142","102","B","4","<p>A patient is diagnosed with atrial fibrillation. They are given a drug which acts as beta blocker and a K+ channel blocker. What drug is this?</p>","<p>Adenosine</p>","<p>Amiodarone</p>","<p>Flecainide</p>","<p>Verapamil</p>","","<p>Adenosine: rhythm control, activates adenosine receptors and hyper polarises AV node, reducing nodal excitability</p><p>Amiodarone: rate blocker, by blocking B1 adrenoceptors. Rhythm control by blocking K+ channels - lengthens refractory period and QT interval</p><p>Flecainide: Na+ channel blocker</p><p>Verapamil: Ca2+ channel blocker&nbsp;</p>","Drugs, Cardiology, case 12, Cardiovascular system"
"4509842","2020-05-27 02:41:39","1803870","3.0000","131","95","B","5","<p>Jenny is diagnosed with right sided heart failure. On examination she had a raised JVP. Which letter on the waveform below represents the bulging of the tricuspid valve into the right atrium, during ventricular systole.</p><p><img src=""../images/view.php?file=387603"" alt=""no description"" /></p><p>&nbsp;</p>","<p>a wave</p>","<p>c wave</p>","<p>x descent&nbsp;</p>","<p>v wave</p>","<p>y descent&nbsp;</p>","<p>a wave: atrium contracting, while tricuspid valve open</p><p>c wave: bulging of tricuspid valve into right atrium (during ventricular systole), pressure of carotid pulse on jugular vein</p><p>x descent: atrium relaxed and filling, tricuspid closed</p><p>v wave: atrium tense and full, tricuspid closed</p><p>y descent: atrium enlarged, tricuspid open</p>","Cardiology, case 12"
"4509855","2020-05-27 02:49:06","1803870","2.9000","137","97","D","4","<p>Which type of refractory period is being described....</p><p>When all Na+ channels are available to be activated. Even a small depolarising impulse is enough to trigger propagation of a new cardiac action potential.</p>","<p>Absolute refractory period</p>","<p>Effective refractory period</p>","<p>Relative refractory period</p>","<p>Supranormal&nbsp;</p>","","<p>Absolute: all Na+ channels are inactive, no aberrant depolarising impulses can be propagated or new cAPs triggered.</p><p>Effective: Majority of Na+ channels are inactive, but some may be activated in the presence of a depolarising impulse. An after depolarisation may occur, as not enough Na+ channels are open to fully trigger cAP</p><p>Relative: small number of inactive Na+ channels. Enough to trigger full depolarisation and cAP</p><p>Supranormal: all Na+ channels are available to be activated. Even a small depolarising impulse will trigger a new cAP</p>","Cardiology, case 12"
"4509867","2020-05-27 02:55:05","1803870","2.8900","138","97","B","4","<p>DOACs are now preferred to warfarin for anticoagulant therapy.&nbsp;</p><p>Which DOAC works by inhibiting thrombin?</p>","<p>Aspirin</p>","<p>Dabigatran</p>","<p>Heparin</p>","<p>Rivaroxaban</p>","","<p>Aspirin: is an anti-platelet - irreversible inhibitor of COX domain of PGHS 1 and 2 (acetylation of a serine residue). Also unregulated PGI2 and down regulates TXA2.</p><p>Heparin: targets FX and thrombin</p><p>Rivaroxaban: DOAC which inhibits FXa</p>","Drugs, Cardiology, case 12"
"4510094","2020-05-27 06:13:33","1701976","2.8800","131","95","C","4","<p>&nbsp;A 53 year old man presents to A&amp;E with acute kidney injury. In acute kidney injury, which of the following option is most likely to be observed?&nbsp;</p>","<p>Hypocalcaemia&nbsp;</p>","<p>Hypercalcaemia&nbsp;</p>","<p>Hyperkalaemia&nbsp;</p>","<p>Hypokalaemia&nbsp;</p>","","<p>Hyperkaelemia is found in acute kidney injury.&nbsp;</p><p>This is due to:</p><ul><li>Failure of filtration/failure of DCT</li><li>Metabolic acidosis leads to shift of K+ from intracellular space</li><li>Some drugs may cause this e.g. K+ sparing diuretics or ACE inhibitors&nbsp;</li><li>Tall T waves found on ECG</li></ul>","Case 17"
"4510099","2020-05-27 06:42:47","1806451","2.9200","142","103","A","5","<p>Ryan is an 18-year-old type one diabetic presenting to the emergency room with palpitations, sweating, hunger , drowsiness &amp; he is visibly shaking. You read on his chart that he has type one diabetes and immediately suspect that he is having a hypoglycaemic episode.<br />Which of the following options is the neuroglycopenic symptom &nbsp;that Ryan experienced in his hypoglycaemic episode ?</p>","<p>&nbsp;Drowsiness</p>","<p>Hunger</p>","<p>Palpitations</p>","<p>Shaking</p>","<p>&nbsp;Sweating</p>","<p>Neuroglycopenic symptoms are related to the brain. In a hypoglycaemic episode an individual may experience neuroglycopenic symptoms or autonomic symptoms<br /><strong>neuroglycopenic symptoms</strong><br />&bull; confusion<br />&bull; drowsiness<br />&bull; difficulty speaking<br /><strong>autonomic symptoms</strong><br />&bull; hunger<br />&bull; shaking<br />&bull; palpitations<br />&bull; sweating</p><p>&nbsp;</p><p><span style=""text-decoration: underline;""><strong>The use of screening for C Peptide and Sulfonylureas for patients who have had hypoglycaemic episodes.</strong></span></p><p>&nbsp;</p><p><strong>C Peptide</strong></p><p>When beta cells make insulin they release C peptide. So measurement of C peptide can be used as an indicator of how much insulin an individual is producing.<br /><strong>Sulfonylurea</strong><br />increase the release of insulin from the pancreas, so when this is screened this is used to identify whether or not hypoglycaemia has occurred due to the use of sulfonylureas.</p><p>&nbsp;</p>","Diabetes, Case 11"
"4510103","2020-05-27 06:48:05","1806451","2.9300","132","98","A","5","<p>Jason has recently been diagnosed with Grave&rsquo;s disease. This is an autoimmune condition which results in individuals having elevated levels of thyroid hormones.<br />Which of the following medications are most likely to prescribed for the treatment of Grave&rsquo;s disease ?</p>","<p>Carbimazole</p>","<p>Glicazide</p>","<p>Hydrocortisone</p>","<p>Levothyroxine</p>","<p>Metformin</p>","<p>Graves disease causes hyperthyroidism.</p><p>Antibodies are produced against TSH receptors on the thyroid gland and stimulate the TSH receptor causing the secretion of thyroid hormones.</p><p><span style=""text-decoration: underline;""><strong>MOA&nbsp;</strong></span></p><ul><li>Carbimazole is converted into methimazole</li><li>it inhibits the enzyme thyroid peroxidase</li><li>preventing the iodination of thyroglobulin needed for T3 &amp; T4</li></ul>","Case 11, thyroid hormones"
"4511013","2020-05-27 19:07:10","1410194","2.8600","131","96","E","5","<p>A patient presents with abdominal pain and diarrhoea for the past week. You run some tests, including bloods and find that her platelets are low and she is anaemic. Creatinine is also high and GFR low. You are thinking that she may have infectious diarrhoea caused by a bacterium. What is the likely cause?&nbsp;</p>","<p>Campylobacter&nbsp;</p>","<p>C.diff</p>","<p>EPEC E.coli&nbsp;</p>","<p>ETEC E.coli</p>","<p>VTEC E.coli</p>","<p>Patient is showing signs of haemolytic uraemic syndrome (low platelets, renal impairment, anaemia), which is a effect of infection with verocyto-toxic (VTEC) E.coli</p><p>&nbsp;</p><p>See infectious diarrhoea lecture case 15</p>","case 15, diarrhoea, gastroenterology, microbiology"
"4511029","2020-05-27 19:18:39","1410194","2.9700","135","99","B","5","<p>A patient comes into the GP complaining of diarrhoea and pins and needles in their fingers. They say they returned from Thailand yesterday and when you ask them to express their ICE, they say they have googled their symptoms as they were worried they may have caught something whilst out there.</p><p>&nbsp;</p><p>They say that they came across the term 'rice water stools' to describe some forms of diarrhoea. They say that that description fits their complaint. What kind of infection does this patient likely have?&nbsp;</p>","<p>Campylobacter&nbsp;</p>","<p>Cholera&nbsp;</p>","<p>E.coli&nbsp;</p>","<p>Giardia&nbsp;</p>","<p>Salmonella</p>","<p>See infectious diarrhoea lecture</p><p>&nbsp;</p><p>Rice water stools is a presentation for cholera. Cholera is prevalent in SE Asia. Pins and needles would indicate that the patient has lost electrolytes due to dehydration.&nbsp;</p>","case 15, diarrhoea, gastroenterology, microbiology"
"4511053","2020-05-27 19:37:10","1410194","2.6400","96","72","E","5","<p>You suspect a patient may be infected with salmonella. Which agar culture plate are you likely to use to isolate the pathogen?&nbsp;&nbsp;</p>","<p>CCDA</p>","<p>DLXR</p>","<p>SMAC</p>","<p>TCBS</p>","<p>XLD</p>","<p>A) CCDA - campylobacter</p><p>B) DLXR - doesn't exist</p><p>C) SMAC - VTEC E.coli</p><p>D) TCBS - cholera</p><p>E) XLD - correct! (and shigella)</p><p>&nbsp;</p><p>See infectious diarrhoea lecture case 15</p>","case15, diarrhoea, gastroenterology, microbiology"
"4511071","2020-05-27 19:57:18","1410194","2.9400","131","95","B","5","<p>A patient presents to A&amp;E with abdominal discomfort and swelling. Upon percussion the abdomen sounds hyper-resonant. The patient is X-rayed and this is what comes back.</p><p>&nbsp;</p><p>&nbsp;</p><p><img src=""../images/view.php?file=387749"" alt=""no description"" /></p><p>&nbsp;</p><p>What may be causing her discomfort and distension?</p>","<p>Bowel obstruction</p>","<p>Extra-luminal gas</p>","<p>GORD</p>","<p>Oedema</p>","<p>Toxic megacolon</p>","<p>The clear diaphragm line in the X-ray is indicative of extra-luminal gas. This may be due to a bowel perforation.&nbsp;</p>","case 15, gastroenterology, inflammatory Bowel Disease"
"4511077","2020-05-27 20:08:03","1410194","2.6400","131","97","E","5","<p>Rigler sign, football sign and falciform sign on X-ray are all indicative of?&nbsp;</p>","<p>Bowel obstruction</p>","<p>Crohn's disease</p>","<p>Extra-luminal oedema&nbsp;</p>","<p>IBS</p>","<p>Pneumoperitoneum</p>","<p>See imagining of small bowel lecture&nbsp;</p>","case 15, gastroenterology, inflammatory Bowel Disease, Imaging"
"4511083","2020-05-27 20:18:23","1410194","2.8700","102","76","D","5","<p>A patient with a 6 month history of IBS comes into the GP complaining of a nasty rash on his back. You look through his notes and see he is on some medication. What drug is most likely to have caused his rash?&nbsp;</p>","<p>Amlodipine</p>","<p>Budesonide</p>","<p>Loperamide</p>","<p>Mebeverine</p>","<p>Methotrexate</p>","<p>A) Non-rate limiting Class IV arrhythmic</p><p>B) Corticosteroid</p><p>C) Antidiarrheal&nbsp;</p><p>D) Anti-spasmodic - Correct!&nbsp;</p><p>E) Immunosuppressant&nbsp;</p><p>&nbsp;</p><p>See Coffey's Pharma lightbulb case 15</p>","case15, diarrhoea, gastroenterology, inflammatory Bowel Disease"
"4511144","2020-05-27 20:59:07","1803763","2.9000","87","59","A","5","<p>James has injured his knee playing hockey. His coach tells him to go home and rest, but James is determined to make it to YOLO so takes some ibuprofen and hopes for the best. How would ibuprofen work to reduce James' pain?</p>","<p>Reversible inhibition of the COX domain of PGHS, preventing the synthesis of prostaglandin-E2 (a pain sensitiser)&nbsp;</p>","<p>Irreversible inhibition of the COX domain of PGHS,&nbsp;preventing the synthesis of prostaglandin-E2 (a pain sensitiser)</p>","<p>Reversible inhibition of the peroxidase domain of PGHS,&nbsp;preventing the synthesis of prostaglandin-E2 (a pain sensitiser).&nbsp;</p>","<p>Opioid receptor agonism in the CNS</p>","<p>Glucocorticoid steroid receptor agonism, reducing inflammation&nbsp;</p>","<p>A - Ibuprofen</p><p>B - Aspirin</p><p>C - Paracetamol</p><p>D - Codeine&nbsp;</p><p>E - Prednisolone&nbsp;</p>","Case 1, Pharmacology, pain"
"4511170","2020-05-27 21:15:08","1803763","2.9300","142","105","C","5","<p>Lily is a 65 year old woman who has been admitted to an acute medical ward due to dehydration. The cause of her dehydration has been identified as diarrhoea &amp; vomiting due to an <em>Enterobacter</em> infection. You prescribe Lily an antibiotic to fight the infection - the medical student on placement asks you how the drug works and you say:</p><p>&nbsp;</p><p>""It prevents DNA replication by inhibiting bacterial topoisomerase""</p><p>&nbsp;</p><p>You also explain to Lily that some rare side effects from this antibiotic include tendonitis and ECG changes (QT elongation).</p><p>What drug have you most likely prescribed?&nbsp;</p>","<p>Doxycycline (a tetracycline)&nbsp;</p>","<p>Gentamicin (an aminoglycoside)</p>","<p>Levofloxacin (a quinolone)</p>","<p>Penicillin (a beta lactam)&nbsp;</p>","<p>Vancomycin (a glycopeptide)</p>","<p>A - Doxycycline works by outcompeting tRNA to bind to 50s ribosomes, preventing protein synthesis</p><p>B - Gentamicin works by binding to 30s ribosomes, preventing protein synthesis</p><p><strong>C - Correct</strong></p><p>D - Penicillin binds to penicillin-binding-proteins which prevents cross-linking of peptides in bacterial cell walls</p><p>E - Vancomycin prevents synthesis of peptidoglycans in bacterial cell walls</p><p>&nbsp;</p><p>CASE 17 ANTIBIOTICS PHARMACOLOGY LIGHTBULB</p>","case 2, Pharmacology, Case 17, Infections"
"4511329","2020-05-27 23:07:30","1701976","2.8300","131","96","B","5","<p>During a blood transfusion, what is added to stored blood as an anticoagulant?&nbsp;</p>","<p>Ammonia</p>","<p>Citrate&nbsp;</p>","<p>Nitrate</p>","<p>Hydrogen Peroxide&nbsp;</p>","<p>Insulin&nbsp;</p>","<p>Citrate is added to stored blood as an anticoagulant&nbsp;(can lead to a metabolic alkalosis over 1-2 days in large transfusions)</p>","Case 17"
"4511371","2020-05-27 23:26:37","1701976","2.8500","129","89","A","4","<p>Which of the following best describes the effect of the Bainbridge Reflex?&nbsp;</p>","<p>Decreased sympathetic vasoconstriction in kidney&nbsp;</p>","<p>Increased sympathetic vasoconstriction in kidney&nbsp;</p>","<p>Decreased generalised vasoconstriction&nbsp;</p>","<p>Increased generalised vasoconstriction&nbsp;</p>","","<p>Effects of the Bainbridge Reflex:</p><ul><li>Decreased sympathetic vasoconstriction in kidney&nbsp;</li><li>Tachycardia&nbsp;</li></ul><p>Bainbridge Reflex is:</p><ul><li>An acceleration of heat right by increased right atrial pressure&nbsp;</li><li>Due to stimulation of atrial receptors&nbsp;</li></ul>","Case 17"
"4511406","2020-05-27 23:52:35","1801552","2.9300","145","107","C","4","<p>A 23 year-old woman presents to the GP with fatigue, recent weight gain, joint pain, menstrual irregularities and muscle cramps. After examination, the GP identifies her voice is hoarse and she has bradycardia. The GP suspects hypothyroidism, before sending off a blood test to the lab to confirm the diagnosis. What results would you expect if the patient has primary hypothyroidism?</p>","<p>High free T4 and low TSH</p>","<p>High free T4 and high TSH</p>","<p>Low free T4 and high TSH</p>","<p>Low free T4 and low TSH</p>","","<p>Hypothyroidism occurs when there is insufficient thyroid hormone production or secretion. In primary hypothyroidism, there is a problem with the thyroid itself, meaning that the levels of TSH are high (as the pituitary gland is still working) but the T4 levels are low (as the thyroid is not producing anything). This diagram explains the different types quite simply:</p><p>&nbsp;</p><p><img src=""https://d1z8zkw1yi6kd7.cloudfront.net/uploads/ckeditor/pictures/data/000/000/270//content/hy.jpg"" alt="""" width=""800"" height=""523"" /></p>","Endocrinology, Case 11, thyroid hormones"
"4511409","2020-05-27 23:53:18","1701976","2.9800","128","91","E","5","<p>A 33-year old man presents to A&amp;E with Cardiac Tamponade. What type of shock is he at risk of developing if untreated?&nbsp;</p>","<p>Cardiogenic&nbsp;</p>","<p>Distributive&nbsp;</p>","<p>Hypovolaemic&nbsp;</p>","<p>Neurogenic&nbsp;</p>","<p>Obstructive&nbsp;</p>","<p>Hypovolaemic Shock&nbsp;</p><ul><li>Dehydration&nbsp;</li><li>Haemorrhage&nbsp;</li></ul><p>Distributive</p><ul><li>Sepsis&nbsp;</li><li>Anaphylaxis&nbsp;</li><li>Neurogenic&nbsp;</li></ul><p>Cardiogenic&nbsp;</p><ul><li>CHD</li><li>Myocarditis&nbsp;</li><li>MI</li></ul><p>Obstructive</p><ul><li>PE</li><li>Pneumothorax&nbsp;</li><li>Cardiac Tamponade&nbsp;</li></ul>","Case 17"
"4511448","2020-05-28 00:08:09","1701976","2.8600","131","93","C","3","<p>Which type of capillaries are found in the glomerulus?&nbsp;</p>","<p>Continuous&nbsp;</p>","<p>Discontinuous&nbsp;</p>","<p>Fenestrated&nbsp;</p>","","","<p>Continuous Capillaries</p><ul><li>Skin&nbsp;</li><li>Muscle&nbsp;</li><li>Nervous System</li></ul><p>Discontinuous</p><ul><li>Liver&nbsp;</li><li>Bone Marrow&nbsp;</li><li>Spleen&nbsp;</li></ul><p>Fenestrated</p><ul><li>Glomerulus&nbsp;</li><li>Intestinal Villi&nbsp;</li><li>Choroid Plexus&nbsp;</li></ul>","Case 17"
"4511493","2020-05-28 00:37:20","1803870","2.8000","77","54","B","4","<p>A patient presents with a hangman's fracture. This is a fracture through the pedicle of the axis. What mechanism has caused this injury?</p>","<p>Hyperflexion</p>","<p>Hyperextension</p>","<p>Extreme rotation</p>","<p>Compression&nbsp;</p>","","<p>A hangman's fracture is caused by hyperextension.&nbsp;</p><p>Radiographic features include:</p><p>Prevertebral swelling</p><p>Anterior dislocation of C2 vertebral body</p><p>Bilateral C2 pedicle fracture&nbsp;</p>","Anatomy, Imaging"
"4511500","2020-05-28 00:43:54","1410194","2.8600","138","99","A","5","<p>Which chemo-therapeutic drug has a mechanism of action by which it inhibits Topoisomerase?&nbsp;</p>","<p>Doxorubicin</p>","<p>Fluorouracil&nbsp;</p>","<p>Letrozole</p>","<p>Paclitaxel</p>","<p>Tamoxifen</p>","<p>A - Correct!<br />B - Anti-metabolite<br />C - Enzyme inhibitor, aromatase to be exact<br />D - Microtubule modifier<br />E - Receptor modulator, oestrogen receptor antagonist to be exact</p>","Oncology, case 16, Pharmacology"
"4511532","2020-05-28 01:01:43","1803622","2.9400","146","109","E","5","<p>The carotid sheath contains the common carotid artery, internal jugular vein and one other structure.</p><p>&nbsp;</p><p>What is this structure?</p>","<p>accessory nerve</p>","<p>glossopharyngeal nerve</p>","<p>lymphatics</p>","<p>sympathetic trunk</p>","<p>vagus nerve</p>","<p>The carotid sheath also contains the vagus nerve.</p><p>The sympathetic trunk is embedded on the posterior wall, external to the carotid sheath. Compression of this can lead to Horner's syndrome (miosis, ptosis, anhydrosis).</p><p>&nbsp;</p><p>Case 13/14 anatomy</p>","Anatomy, Case 13, Case 14"
"4511550","2020-05-28 01:14:51","1803763","2.8700","111","78","A","5","<p>Stacey is 12 weeks pregnant; she has recently undergone antenatal screening tests. She returns to clinic to get her results, which are as follows:</p><ul><li>&nbsp;raised hCG</li><li>&nbsp;raised inhibin-A</li><li>&nbsp;low AFP (alpha fetoprotein)&nbsp;</li><li>&nbsp;increased nuchal translucency&nbsp;</li></ul><p>Which condition is Stacey's foetus most likely to be at risk of?</p>","<p>Down's syndrome</p>","<p>Edward's syndrome</p>","<p>Patau's syndrome</p>","<p>Spina bifida&nbsp;</p>","<p>Thalassaemia&nbsp;</p>","<p>These results are consistent with the A, B and C. A is most likely because Down's syndrome is by far the most common of these three options.&nbsp;</p><p>&nbsp;</p><p>Spina bifida would cause <strong>elevated</strong> AFP.</p><p>&nbsp;</p><p>Thalassaemia (&amp; sickle cell) are screened for if the women is in a high-risk group.&nbsp;</p>","Antenatal screening, Genetics, Pregnancy, Case 7, Chromosomal Abnormalities"
"4511649","2020-05-28 02:23:11","1410194","2.6600","137","98","A","5","<p>At which checkpoint in the cell cycle does P53 operate?&nbsp;</p>","<p>G1/S</p>","<p>S/G2</p>","<p>G2/M</p>","<p>M/G1</p>","<p>G1/G2</p>","<p>See cancer genomics lecture</p>","Oncology, case 16, immunology"
"4511747","2019-12-04 06:34:19","1705647","2.5400","65","46","C","5","<p>Abbie has been rushed into A&amp;E with excessive bleeding. Doctors want to estimate her blood volume. What would be the best estimate given she weights 13 stone?&nbsp;</p>","<p>845ml</p>","<p>2145ml</p>","<p>5369ml</p>","<p>5639ml</p>","<p>18450ml</p>","<p>Equation for estimating blood volume = weight (kg) x 65</p><p>so 13st x6.35 = 82.554kg&nbsp;</p><p>82.6x65= 5369ml</p>","Haematology"
"4511849","2020-05-28 06:15:33","1701976","2.8100","130","91","A","4","<p>Which of the following conditions are alcoholics most pre-disposed to?&nbsp;</p>","<p>Increased anion gap metabolic acidosis&nbsp;</p>","<p>Decreased anion gap metabolic acidosis&nbsp;</p>","<p>Respiratory Alkalosis&nbsp;</p>","<p>Respiratory Acidosis&nbsp;</p>","","<p>Alcoholic are pre-disposed to increased anion gap metabolic acidosis&nbsp;</p><p>&nbsp;</p><p>From Case 17 plenary, ""Acid-Base""&nbsp;</p>","Case 17"
"4512663","2020-05-28 19:09:46","1410194","2.9400","129","89","E","5","<p>Which of the following is a cause of normal anion gap metabolic acidosis?&nbsp;</p>","<p>COPD</p>","<p>Conns Syndrome</p>","<p>Diabetic ketoacidosis</p>","<p>Lactic acidosis</p>","<p>Renal tubular acidosis</p>","<p>See part 4 acid/base lecture case 17</p><p>&nbsp;</p><p>A - example of respiratory acidosis cause&nbsp;</p><p>B - metabolic alkalosis</p><p>C - metabolic acidosis - increased anion gap&nbsp;</p><p>D -&nbsp;metabolic acidosis - increased anion gap</p><p>E - correct!&nbsp;</p>","ABGs, Case 17"
"4512739","2020-05-28 20:39:38","1410194","2.9200","134","96","C","5","<p>What event is characterised by the 'c' on the jugular venous pressure waveform?&nbsp;</p><p>&nbsp;</p><p><img src=""../images/view.php?file=388002"" alt=""no description"" /></p>","<p>Atrial contraction</p>","<p>Atrial&nbsp;filling</p>","<p>Tricuspid bulging</p>","<p>Tricuspid relaxation</p>","<p>Ventricular filling</p>","<p>See acutely unwell patient tutorial</p><p>&nbsp;</p><p>A - A of wave&nbsp;</p><p>B - X' of wave</p><p>C - Correct!</p><p>D - V of wave</p><p>E - not evidenced on wave explicitly, but would occur between V and A</p><p>&nbsp;</p>","Cardiology, Cardiovascular system, Case 17, Haematology"
"4512744","2020-05-28 20:44:32","1410194","2.8900","141","97","B","5","<p>What event is characterised by the 'X' on the JVP waveform?&nbsp;</p><p>&nbsp;</p><p><img src=""../images/view.php?file=388003"" alt=""no description"" /></p>","<p>Atrial contraction</p>","<p>Atrial relaxation</p>","<p>Atrial filling</p>","<p>Tricuspid contraction</p>","<p>Ventricular filling</p>","<p>See acutely unwell patient tutorial&nbsp;</p><p>&nbsp;</p><p>A - A on waveform</p><p>B - Correct!&nbsp;</p><p>C - between X' and V on waveform</p><p>D - V on waveform</p><p>E - between V and A on waveform</p>","Cardiology, Cardiovascular system, Case 17, Haematology"
"4512879","2020-05-28 22:10:21","1803870","2.8900","135","97","E","5","<p>A patient suffering from schizophrenia is prescribed an 1st generation antipsychotic. One of its side effects is that it can cause an increased risk of cardiovascular events. For example, an increased risk of sudden cardiac death. Which drug has the patient been prescribed?</p>","<p>Citalopram</p>","<p>Lorazepam</p>","<p>Moclobemide&nbsp;</p>","<p>Olanzapine</p>","<p>Haloperidol</p>","<p>Haloperidol: &nbsp;1st gen antipsychotic&nbsp;</p><p>Can block depolarisation of K+ channel in myocardium - prolong QT interval and increase risk of sudden cardiac death</p><p>&nbsp;</p><p>Citalopram: SSRI</p><p>Lorazepam: Benzodiazepine</p><p>Olanzapine: Atypical antipsychotic (2nd gen)</p><p>Moclobemide: MOA-A inhibitor&nbsp;</p>","Drugs, Case 10, Psychiatry, Psychopharmacology"
